Region, subregion, country or area *,Type,Year,Population Density, as of 1 July (persons per square km)_transformed,Median Age, as of 1 July (years)_transformed,Natural Change, Births minus Deaths (thousands)_transformed,Rate of Natural Change (per 1,000 population)_transformed,Population Change (thousands)_transformed,Population Growth Rate (percentage)_transformed,Population Annual Doubling Time (years)_transformed,Births (thousands)_transformed,Births by women aged 15 to 19 (thousands)_transformed,Crude Birth Rate (births per 1,000 population)_transformed,Total Fertility Rate (live births per woman)_transformed,Net Reproduction Rate (surviving daughters per woman)_transformed,Total Deaths (thousands)_transformed,Male Deaths (thousands)_transformed,Female Deaths (thousands)_transformed,Crude Death Rate (deaths per 1,000 population)_transformed,Life Expectancy at Birth, both sexes (years)_transformed,Male Life Expectancy at Birth (years)_transformed,Female Life Expectancy at Birth (years)_transformed,Life Expectancy at Age 15, both sexes (years)_transformed,Male Life Expectancy at Age 15 (years)_transformed,Female Life Expectancy at Age 15 (years)_transformed,Life Expectancy at Age 65, both sexes (years)_transformed,Male Life Expectancy at Age 65 (years)_transformed,Female Life Expectancy at Age 65 (years)_transformed,Life Expectancy at Age 80, both sexes (years)_transformed,Male Life Expectancy at Age 80 (years)_transformed,Female Life Expectancy at Age 80 (years)_transformed,Infant Deaths, under age 1 (thousands)_transformed,Infant Mortality Rate (infant deaths per 1,000 live births)_transformed,Live Births Surviving to Age 1 (thousands)_transformed,Under-Five Deaths, under age 5 (thousands)_transformed
Ecuador,Country/Area,2022,23.682182,51.04506,31.383524,44.641796,48.258235,41.358785,68.266718,43.601396,31.572681,32.379176,20.870338,20.94176,45.384743,41.676945,48.197086,22.647337,84.837447,74.600762,81.673682,68.021499,76.715681,77.782885,78.199245,78.377068,78.716851,92.167519,94.720024,88.614306,21.07134,35.001085,35.907833,28.452071,36.446695,29.256471,24.399212,32.137134,24.974193,26.460776,22.202231,21.745774,32.189276,22.795978,21.165872,23.044673,27.646313,50.159945,48.866549
Falkland Islands (Malvinas),Country/Area,2022,0.085665,82.662671,30.935437,31.164963,37.327043,32.984401,99.449297,34.801138,31.069265,23.886702,15.991771,14.962825,38.378452,34.220573,41.154883,31.775396,87.202651,77.892848,82.894375,70.490752,81.086103,79.292697,73.325176,72.078237,75.380408,81.345908,81.374807,82.045298,21.011526,34.442663,27.746457,28.408421,35.960328,25.571492,18.252569,30.751697,20.249979,19.929004,19.315313,15.000397,22.358993,19.425301,14.52617,14.129292,23.851085,50.951983,50.104877
French Guiana,Country/Area,2022,1.195389,40.180545,30.948922,60.629087,37.759449,60.871648,27.9605,35.023071,31.077564,45.253118,37.77809,43.370508,38.472486,34.328697,41.24018,19.042372,84.062488,73.71536,81.413375,65.976612,73.952393,76.45915,67.895381,65.914112,69.734566,73.897059,73.743491,72.380241,21.012594,33.934882,27.952837,28.409205,35.62984,25.965257,19.836927,30.065385,22.449106,24.010227,19.712007,17.14175,26.430602,19.474151,18.134996,20.20417,24.909345,50.999021,54.461101
Guyana,Country/Area,2022,1.327157,45.207922,30.952828,41.875098,37.572449,34.120142,100,35.275211,31.093635,37.500934,25.091509,25.712515,39.011179,34.906555,41.776411,42.235377,63.96439,54.421643,63.756167,42.307685,44.920108,53.673003,46.548384,43.843957,44.220929,56.553708,52.517693,58.340332,21.018661,39.374995,28.1809,28.41378,40.036127,35.042816,30.958032,37.45319,43.534278,48.06916,37.453493,36.819056,49.483642,36.823261,47.866299,53.820656,47.297264,50.79911,44.795075
Paraguay,Country/Area,2022,5.465572,45.695889,31.120935,46.6467,41.616036,41.960865,65.469591,38.865493,31.285589,38.167041,25.956503,27.075589,42.425786,38.653514,45.079095,32.963758,71.829702,62.256647,70.501508,51.480531,56.582767,62.340878,53.456715,51.931677,51.92086,56.377877,54.876115,57.855733,21.053812,36.927522,31.496195,28.439442,37.970018,30.834811,25.911125,33.789325,34.130068,37.155676,29.546801,27.41298,38.304465,28.230885,34.450357,38.417373,37.150168,50.462045,48.0719
Peru,Country/Area,2022,8.68096,52.416642,31.648781,41.418021,53.100277,37.910509,90.145944,52.250359,31.926619,33.604751,22.727192,23.26518,58.896585,55.613454,62.285954,33.234928,76.93181,68.192061,73.612255,57.249118,65.282613,66.024724,62.424799,63.510965,59.464123,59.622762,63.657881,57.626894,21.119206,34.666303,43.943273,28.491112,36.32449,29.486631,23.964987,33.088546,30.447522,31.967443,27.63875,25.501744,35.495613,27.534948,29.664323,31.571281,35.14545,48.574536,48.140328
Suriname,Country/Area,2022,1.27942,51.37213,30.947665,40.509062,37.60025,37.445265,94.185401,35.127688,31.085052,34.542864,24.549446,25.495663,38.804896,34.678154,41.579407,37.74911,71.503588,61.522568,70.511209,50.734392,54.951033,62.048808,54.965841,50.336764,55.477799,64.498082,55.988216,67.426562,21.014878,36.845611,28.047792,28.410737,37.647112,30.780228,25.273661,34.295826,35.723437,38.630366,31.080995,28.858494,39.085887,30.559581,37.173081,40.891963,39.547268,50.912785,48.320227
Uruguay,Country/Area,2022,6.445817,70.888164,30.939324,25.262789,37.346264,26.963602,99.449297,35.851013,31.112954,22.852769,14.873045,13.289963,41.089806,36.842042,44.182581,42.701949,85.023297,72.72371,83.620324,66.904622,71.664687,79.490551,76.710513,68.780646,83.509725,100,91.498765,98.85819,21.015384,33.330237,28.724369,28.411291,35.169342,27.420893,21.925256,30.868126,24.703478,26.551549,21.577949,20.656836,30.612873,22.227581,21.878228,24.394955,27.662945,50.893186,49.621466
Venezuela (Bolivarian Republic of),Country/Area,2022,10.081357,51.844271,31.381505,37.266242,66.390051,51.388889,39.548753,47.718796,32.177636,30.81823,23.00399,23.358116,56.671289,54.526446,58.581766,35.607665,72.934282,61.017084,73.870945,52.765289,54.185731,67.105853,59.503416,56.425454,59.4119,52.125959,47.168102,53.615492,21.132858,36.384735,39.681903,28.498084,37.536057,34.677981,33.510134,33.857253,33.318247,38.196744,26.473846,31.743609,47.130803,26.856336,33.351171,40.127391,32.991048,62.621785,61.777393
Bermuda,Country/Area,2022,100,96.921853,30.935179,21.436504,37.320122,24.610016,99.449297,34.814104,31.06936,18.346116,13.535188,11.864932,38.423543,34.266066,41.203063,39.886567,91.284337,79.626626,88.182969,74.361348,82.452714,85.188265,84.495768,79.869605,90.124586,100,96.119738,98.85819,21.011545,32.084918,27.758568,28.408433,34.216903,24.856072,18.39971,29.242252,20.252574,21.229244,18.0829,16.481378,25.494451,19.008027,15.840735,17.140318,23.541399,50.951983,50.104877
Canada,Country/Area,2022,1.36672,83.897095,31.10161,27.86674,56.029643,38.457854,85.806949,45.88592,31.139349,21.917746,14.67698,13.135068,62.270995,58.028802,67.024237,34.291693,93.52155,83.543323,88.651844,77.704983,89.408764,86.368321,90.221271,90.904682,92.816951,100,96.119738,98.85819,21.039261,32.705538,38.088216,28.42831,34.645512,25.206941,18.563351,29.714169,19.354695,19.512284,18.098274,15.889408,24.399384,18.927652,14.191791,14.411798,23.199375,60.696097,57.26224
Greenland,Country/Area,2022,0.0291,67.517237,30.93602,33.239121,37.337397,31.629721,99.449297,34.823357,31.069888,28.529358,20.351341,20.136307,38.416884,34.268559,41.185397,38.97735,75.523908,66.236127,74.347905,54.987384,61.691159,66.547623,57.999388,56.350019,60.584007,63.539003,62.296516,64.667041,21.011657,34.286998,27.767092,28.408513,35.933791,29.480503,23.639956,33.279655,30.858028,32.569047,27.16753,26.025946,35.246172,28.511234,30.59419,32.627164,34.91384,50.948063,48.151364
Saint Pierre and Miquelon,Country/Area,2022,8.317373,93.403216,30.935348,16.614692,37.324927,22.160646,99.449297,34.801197,31.069276,18.457392,15.749573,14.560099,38.381982,34.224156,41.15863,51.279692,84.336003,72.499944,83.633259,66.379993,72.126601,79.532948,68.874273,63.963576,73.796323,77.429668,70.752321,76.47241,21.011526,34.009316,27.746512,28.408421,35.685591,25.981646,20.354547,29.472355,22.430943,25.072684,17.980301,17.003046,27.308729,17.744654,18.080413,21.617934,22.644527,50.951983,50.104877
United States of America,Country/Area,2022,12.075526,77.324051,32.170046,27.310976,100,33.217022,99.449297,89.710882,32.797956,23.8017,16.925965,16.016109,93.803359,91.753348,99.056233,40.432895,85.379217,74.867993,82.53706,67.121469,75.007417,77.669826,80.544509,80.117463,82.38984,100,96.119738,98.85819,21.362994,33.079066,77.198745,28.663178,34.943219,27.847864,22.399078,31.26178,26.238359,27.989826,23.135537,22.471592,32.6084,23.912799,24.438844,26.765903,30.008918,90.092914,53.367354
Australia,Country/Area,2022,1.097953,75.606935,31.194771,32.437505,52.331568,40.537767,72.477494,43.647958,31.129742,24.523445,16.210903,15.148699,52.65308,48.60734,56.42453,30.487338,94.804967,84.895574,89.712473,79.169281,91.439548,87.65437,91.827266,93.356323,93.443622,100,96.119738,98.85819,21.027332,32.323513,36.008305,28.420163,34.37791,24.65128,17.905189,29.268707,18.652393,18.8462,17.402249,15.427696,23.925027,18.487277,13.321589,13.59996,22.430473,56.439373,56.022808
New Zealand,Country/Area,2022,6.38402,74.185237,30.999465,34.426827,39.797803,38.225233,87.599869,36.688974,31.088816,25.880386,18.090823,17.596035,41.095824,36.960294,44.060523,29.406646,93.800325,84.159885,88.537051,78.001107,90.392724,86.106871,90.659733,92.316396,92.49201,100,96.119738,98.85819,21.015721,32.555991,29.508425,28.411475,34.549398,25.025664,18.265318,29.65561,19.36529,19.374456,18.318176,15.908197,24.240467,19.208241,14.266043,14.246835,23.575278,51.46152,52.875113
Fiji,Country/Area,2022,16.623303,48.541922,30.95693,43.192655,37.703618,36.542146,100,35.325073,31.08038,36.317088,26.164102,26.796778,38.991762,34.855297,41.791936,36.146017,68.03731,60.357057,65.11429,46.824157,53.778481,54.911944,44.952585,44.113368,40.054727,44.293478,42.029426,44.663872,21.017519,37.462153,28.229123,28.412881,38.459283,30.373351,23.92839,34.787722,36.937979,38.238479,34.141697,27.60763,35.994495,31.593381,38.3893,39.732593,43.174332,50.812555,45.891029
New Caledonia,Country/Area,2022,5.170321,65.963656,30.940855,39.683208,37.501974,41.345101,68.333522,34.920577,31.071596,28.595814,20.847271,20.910781,38.498642,34.358299,41.264449,24.306259,90.279695,78.161688,88.352734,74.708769,81.895137,87.173868,87.998369,83.49049,93.443622,100,96.119738,98.85819,21.012238,34.557202,27.857357,28.40894,36.053097,26.547426,20.719776,30.340268,21.983139,23.726953,18.975879,17.519437,27.849284,18.547437,17.121535,19.592357,23.501052,50.971582,52.009828
Papua New Guinea,Country/Area,2022,7.307047,35.34308,31.33664,56.622742,48.10407,52.250958,38.138337,42.306277,31.349419,45.560671,34.27198,35.315985,43.632508,40.454392,45.700266,29.063696,63.910038,55.387536,63.389151,45.229285,50.028501,56.233323,45.844805,45.428094,43.06623,42.311381,43.640056,43.546602,21.172934,42.868278,34.568225,28.532527,43.07363,37.405267,33.128256,39.782874,40.445814,43.336982,35.443066,33.609244,44.470499,34.753496,40.555382,44.339646,42.004118,50.920624,50.017687
Solomon Islands,Country/Area,2022,8.20784,28.485168,30.972976,66.63168,38.247572,57.259168,31.523713,35.426477,31.09141,52.067189,43.037254,47.831475,38.660716,34.527964,41.430404,22.798873,72.297833,64.911243,68.540315,52.415536,61.620095,59.646299,51.310289,53.418826,45.520691,45.316496,50.408535,43.89659,21.017725,36.658678,28.323526,28.412938,37.755713,31.045732,24.906933,35.167046,31.928887,32.405343,30.041303,25.875843,33.771859,30.40172,30.742529,30.879304,37.634639,50.889266,47.67016
Vanuatu,Country/Area,2022,8.747988,28.93357,30.951798,65.284689,37.768316,59.202244,29.507755,35.078857,31.079484,51.520085,40.407672,44.454771,38.515572,34.376839,41.280866,24.489697,71.859508,63.336837,69.686635,52.361907,59.425318,61.989923,51.876211,51.845466,50.307762,50.511509,52.939525,51.47518,21.01486,37.767365,28.00208,28.410899,38.706592,31.439497,25.780782,35.183856,32.551077,34.256897,29.634138,26.276541,35.307785,29.417734,31.28491,33.364706,36.584079,50.951983,50.104877
Guam,Country/Area,2022,100,56.357304,30.938989,41.336648,37.393858,36.268473,100,34.882915,31.07167,32.056169,27.179028,28.686493,38.466709,34.320128,41.237147,29.426585,85.601887,73.836097,84.203993,68.585766,74.444373,81.443178,85.041297,81.356754,90.809282,100,96.119738,98.85819,21.012032,34.666303,27.822349,28.40879,36.152779,27.77903,21.928256,31.506901,27.428899,30.072798,23.106461,22.261954,32.889146,23.058278,25.337568,29.111519,28.987463,50.932384,46.897584
Kiribati,Country/Area,2022,59.086439,35.503977,30.941129,59.891532,37.458155,50.909962,40.376255,34.903396,31.07168,48.050457,35.494505,36.864932,38.441516,34.281334,41.225369,27.959078,66.895911,59.175448,63.735149,50.128154,58.050507,57.128376,50.397675,51.322808,43.565245,45.188619,48.050113,42.496638,21.013979,44.088446,27.839095,28.410323,44.103005,36.448145,31.199368,39.853696,36.833974,37.874449,34.674075,29.028231,37.317469,33.559429,34.218095,35.012013,40.619695,50.936304,46.74638
Marshall Islands,Country/Area,2022,75.49329,44.572246,30.936341,42.688832,37.350669,40.975643,70.171696,34.822591,31.070278,35.378975,28.586085,28.50062,38.402682,34.247526,41.177903,34.885874,62.486357,55.657986,60.026181,41.279412,47.962185,49.372041,45.355358,45.088636,42.033383,45.172634,45.384905,45.054243,21.011882,39.698221,27.766071,28.408698,40.292355,38.469275,32.131564,42.92522,43.93581,44.477588,41.887639,40.138227,47.164899,46.762272,47.622564,47.708245,52.540669,50.951983,50.104877
Micronesia (Fed. States of),Country/Area,2022,53.309269,39.845563,30.938904,49.27489,37.38625,39.429392,79.032858,34.869683,31.071459,38.717236,28.551486,29.894672,38.433893,34.284606,41.204848,28.329942,72.618688,61.741504,72.525758,53.34821,56.853356,65.892822,53.665749,49.8626,53.702231,54.923274,51.693204,54.113552,21.012369,37.798634,27.809521,28.409044,38.711275,31.242116,26.864469,33.589122,32.108354,36.233968,26.306969,25.759517,37.597217,25.244995,30.646477,36.233476,32.153772,50.928464,44.320492
Nauru,Country/Area,2022,100,30.853785,30.93595,59.306335,37.332821,39.566229,78.162257,34.809949,31.069656,48.146277,37.70889,39.900867,38.383025,34.226026,41.158809,29.554195,60.50162,50.786665,61.237173,36.765272,37.124959,49.574605,45.742837,41.446199,43.895989,47.170716,44.905551,47.638771,21.01162,36.580505,27.754567,28.408502,37.866768,40.097496,36.368068,42.037052,48.921009,54.000372,41.425331,48.594913,61.94412,47.538103,56.779773,63.635917,53.054091,50.946495,37.979853
Northern Mariana Islands,Country/Area,2022,35.435973,79.486931,30.936044,34.847546,37.341058,34.065408,100,34.817699,31.069751,25.579015,22.54266,21.778191,38.400596,34.247059,41.173798,27.659993,84.0958,75.486164,80.0213,65.722458,76.423226,74.299247,67.446722,68.090953,67.529612,72.122762,76.312828,70.536073,21.011601,33.37748,27.761878,28.408467,35.252522,25.803076,18.92153,30.461658,22.349858,22.302448,21.09492,17.270742,25.02488,21.112444,18.229244,18.031084,26.916219,50.950023,48.991265
Palau,Country/Area,2022,12.817086,71.774417,30.935465,26.945661,37.326471,27.360427,99.449297,34.807857,31.069519,29.830661,25.137642,24.659232,38.395702,34.240671,41.170408,56.8307,62.86507,53.491166,63.618738,39.493342,41.345054,52.54241,48.455185,44.134921,48.247871,53.388747,48.836254,52.888593,21.011601,36.33987,27.752664,28.408479,37.468487,38.143774,33.631027,40.56288,46.299809,50.235497,39.217281,45.220852,56.781831,44.731491,53.098826,58.217181,50.381801,50.951199,48.883104
American Samoa,Country/Area,2022,72.362259,51.910212,30.936368,41.906262,37.306221,16.098796,99.449297,34.822444,31.069793,33.209105,23.765185,24.628253,38.401238,34.245656,41.176832,31.089495,75.771124,66.054217,73.686629,55.006037,61.160914,65.099052,51.78444,49.140579,50.27875,44.88491,38.40551,48.486819,21.01162,33.759844,27.766264,28.408513,35.811363,27.310302,21.653922,31.003845,28.254018,30.396867,24.757625,22.123883,31.788894,24.324779,26.876855,29.517438,31.940796,50.920232,30.095166
Cook Islands,Country/Area,2022,23.158382,65.132794,30.935683,37.626363,37.328531,30.288725,99.449297,34.808004,31.06955,31.648159,23.442254,24.194548,38.387839,34.231479,41.16327,36.919649,80.022881,68.373971,79.335771,60.233673,64.181124,73.309979,65.437952,61.819064,68.458014,73.960997,73.436704,73.147523,21.011564,33.29217,27.752857,28.408444,35.137453,27.758508,22.915498,31.071222,27.723291,31.709837,22.542,23.194877,35.661309,22.983438,26.45839,32.115132,28.915239,50.948063,43.635107
French Polynesia,Country/Area,2022,27.167318,65.626036,30.941193,39.754193,37.476174,38.55364,85.08935,34.91318,31.073083,26.14621,17.237362,16.418835,38.465746,34.321219,41.233756,17.822107,94.754121,84.285451,90.559683,79.698573,91.054164,89.53869,88.554094,86.470176,93.443622,100,96.119738,98.85819,21.011919,33.187827,27.850819,28.408698,35.009004,24.250389,16.930996,29.399742,17.004102,16.692384,16.225091,12.908023,20.415508,16.994572,10.329068,9.963838,20.31919,50.948063,49.745078
Niue,Country/Area,2022,2.415628,72.172704,30.935405,24.719145,37.326357,30.370826,99.449297,34.800696,31.069255,28.397991,25.622039,25.898389,38.378452,34.220105,41.15524,58.262318,73.081559,65.163985,69.364889,54.140982,62.855512,61.528264,54.195982,53.785225,50.139489,54.140026,54.205019,51.434796,21.011545,37.975371,27.746043,28.408433,38.861132,30.993144,24.770441,35.424706,31.469298,31.583068,30.104021,24.705203,32.160763,30.082147,29.511558,29.137623,37.233326,50.951983,50.104877
Samoa,Country/Area,2022,25.677005,31.824443,30.945601,61.633271,37.515302,47.188013,48.133004,34.977423,31.074074,48.473921,42.460591,47.39777,38.47385,34.324958,41.247497,25.040013,75.551961,66.282812,73.350332,56.384063,63.347492,66.453407,56.81656,55.175387,55.901382,58.232097,57.407104,57.223062,21.01323,36.491797,27.909277,28.409666,37.635293,29.518696,23.738651,33.289576,29.442504,31.045109,26.215733,23.143153,32.372718,25.754916,27.30417,29.293781,32.535066,50.893186,42.685943
Tokelau,Country/Area,2022,50.963611,47.71106,30.93545,43.798628,37.327215,41.45457,67.806636,34.800931,31.069287,35.408339,28.597619,31.071871,38.377409,34.219171,41.153991,32.405467,80.429647,73.16963,74.748875,60.709337,72.356192,66.469895,65.392067,66.361334,62.591676,72.90601,76.811357,67.924623,21.011526,32.972683,27.746264,28.408421,34.947233,27.796559,20.13586,33.316444,26.996015,25.472084,27.630284,22.843368,28.503094,29.882655,25.393133,22.831829,36.054795,50.951983,50.104877
Tonga,Country/Area,2022,53.73596,34.659926,30.939046,52.045051,37.378527,38.567323,84.986989,34.872277,31.070373,42.132771,34.594911,37.174721,38.435578,34.281646,41.211986,30.762496,73.223577,63.76344,71.393989,52.065784,57.48473,62.519888,56.836953,54.038472,57.015464,61.445013,60.685886,61.544069,21.011957,34.488546,27.812501,28.408732,36.057334,31.012241,25.201816,34.958025,33.940654,36.069534,30.461391,29.646802,39.298041,32.727528,35.178777,37.851435,39.261451,50.920624,41.873635
Tuvalu,Country/Area,2022,100,43.411677,30.935724,47.207657,37.331162,37.595785,92.840711,34.807709,31.069392,42.788059,34.029782,35.625774,38.385512,34.22883,41.16095,43.595215,61.974393,51.778315,63.743233,38.982703,39.270538,53.345602,46.538187,42.141279,46.205388,49.056905,45.154815,49.550245,21.01162,37.353052,27.752498,28.40849,38.344214,38.627608,35.328778,39.89393,46.978758,52.109483,38.013832,44.958012,58.83558,41.948703,53.621866,60.528971,48.229093,50.949631,44.26862
Wallis and Futuna Islands,Country/Area,2022,27.011355,73.053682,30.935528,32.939597,37.321437,17.248221,99.449297,34.803878,31.069308,24.693449,20.016877,19.826518,38.382463,34.224468,41.159344,29.769536,88.5562,80.58608,82.49664,72.379417,85.01921,79.502328,78.260426,78.996713,79.186855,100,96.119738,96.812106,21.011545,34.691454,27.748995,28.408444,36.156124,25.363706,17.218229,31.286582,20.335388,18.812917,20.960795,14.780414,21.343085,20.063484,14.613534,12.933469,25.565059,50.946652,37.213899
